offered load,throughput
0.1,0.0830675803628
1.1,0.121076259023
1.2,0.105033666679
1.3,0.090795841203
1.4,0.0767240254598
1.5,0.0653700718272
1.6,0.0545434935947
1.7,0.0446126630717
1.8,0.0370115376171
1.9,0.029673450248
2.0,0.0246025970578
0.2,0.137660245976
2.1,0.0193870442563
2.2,0.0150329646886
2.3,0.0119040626422
2.4,0.00901117226849
2.5,0.0072307580412
2.6,0.00516230398206
2.7,0.00405006681261
2.8,0.00377181296532
2.9,0.0022161513166
3.0,0.00194141027518
0.3,0.17101443035
3.1,0.00148493579141
3.2,0.00113599182086
3.3,0.00096150129075
3.4,0.000628217492292
3.5,0.000703689633801
3.6,0.000292131977004
3.7,0.000402971787538
3.8,0.000595486914668
3.9,0.000514344142444
4.0,0.000119884738017
0.4,0.188393811891
4.1,0.000295917290788
4.2,0.00054075128966
4.3,0.000309808445008
4.4,0.000220018255355
4.5,0.000305652004495
4.6,0.000230010331144
4.7,0.00014601287127
4.8,0.000403311088006
4.9,0.000347587079865
5.0,0.000359566524576
0.5,0.193211712962
5.1,0.000188540546358
5.2,0.000260141621099
5.3,0.000255006264388
5.4,0.000199589632926
5.5,0.000182270222011
5.6,9.53621461644e-05
5.7,0.000125604557573
5.8,0.000127771538913
5.9,0.000331046413476
6.0,0.000390883419982
0.6,0.190825328062
6.1,0.00017765538751
6.2,0.000235918359086
6.3,0.000259194367011
6.4,8.96758614744e-05
6.5,0.000450487711707
6.6,0.000191772268712
6.7,7.37315426489e-05
6.8,0.000380501525471
6.9,0.000409200434834
7.0,0.000140705979589
0.7,0.181443410087
7.1,0.000242774668834
7.2,9.41587462864e-05
7.3,0.000499229827866
7.4,0.000325571944814
7.5,9.76757088326e-05
7.6,0.000411893406868
7.7,3.09983995526e-05
7.8,7.02832665538e-05
7.9,0.000214202634264
8.0,3.19863047438e-05
0.8,0.167565827578
8.1,0.000373720039332
8.2,8.2591503333e-05
8.3,0.000116624701212
8.4,3.36007928443e-05
8.5,5.12627466956e-05
8.6,0.0
8.7,3.50764117708e-05
8.8,0.000123827716375
8.9,0.000142808817373
9.0,0.0
0.9,0.153022820634
9.1,9.17203490583e-05
9.2,0.000101829241989
9.3,0.000102791172817
9.4,1.88647780257e-05
9.5,0.0
9.6,7.69111556939e-05
9.7,0.0
9.8,3.92123609125e-05
9.9,0.0
10.0,0.0
1.0,0.136869504709
