offered load,throughput
0.1,0.999949442506
1.1,0.92004958055
1.2,0.846952064251
1.3,0.777524614505
1.4,0.714980054048
1.5,0.655976054615
1.6,0.602031214557
1.7,0.549715197277
1.8,0.503726434898
1.9,0.459983957314
2.0,0.419998142853
0.2,0.999925505475
2.1,0.383342917186
2.2,0.347945010499
2.3,0.314507984932
2.4,0.285597415346
2.5,0.259402031062
2.6,0.234657128871
2.7,0.211583699634
2.8,0.191649282596
2.9,0.170044331451
3.0,0.154417407984
0.3,0.999951152337
3.1,0.138093305553
3.2,0.122967121288
3.3,0.110827365182
3.4,0.0980808924777
3.5,0.0876889066113
3.6,0.0771650715456
3.7,0.0695153685833
3.8,0.0612361828555
3.9,0.0539582618214
4.0,0.0472070896785
0.4,0.999973820607
4.1,0.04062968074
4.2,0.0366077674935
4.3,0.0318494084925
4.4,0.0277446095496
4.5,0.0239442807269
4.6,0.0209457093658
4.7,0.0175636913425
4.8,0.0162317632707
4.9,0.0129021016329
5.0,0.0117340973645
0.5,0.999989830093
5.1,0.0104223374634
5.2,0.00822262820474
5.3,0.00714524015444
5.4,0.00619718592697
5.5,0.00424722822793
5.6,0.00473906936455
5.7,0.00450848651249
5.8,0.00289218139413
5.9,0.00224697468511
6.0,0.00201610209589
0.6,0.999986750162
6.1,0.00167927090225
6.2,0.00120440676293
6.3,0.00103718524116
6.4,0.00121014214368
6.5,0.000797004933853
6.6,0.000767601601005
6.7,0.000723894164528
6.8,0.00057071777544
6.9,0.000326187105921
7.0,0.000274525916619
0.7,0.999993470036
7.1,0.000691873644472
7.2,0.000391035156957
7.3,0.000639249711878
7.4,0.000577230435052
7.5,0.000660789296295
7.6,0.000526291381757
7.7,0.000100769678807
7.8,0.000242015442147
7.9,0.00027762572261
8.0,0.000159918121922
0.8,0.999995679997
8.1,0.000414327375658
8.2,0.000223005899828
8.3,8.32965440264e-05
8.4,0.000193128001881
8.5,0.000316031113861
8.6,8.61682545465e-05
8.7,0.000298106968145
8.8,7.96241738992e-05
8.9,5.35609028976e-05
9.0,9.00779011705e-05
0.9,0.999994660002
9.1,5.5033244207e-05
9.2,0.000120336898885
9.3,8.40861928323e-05
9.4,2.82965478212e-05
9.5,8.57028586665e-05
9.6,0.000134580432524
9.7,2.91219725283e-05
9.8,1.96059209881e-05
9.9,4.95024998762e-05
10.0,1e-05
1.0,0.999810427067
