offered load,throughput
0.1,0.0911123894054
1.1,0.385068963017
1.2,0.37934225095
1.3,0.371609135738
1.4,0.360452652382
1.5,0.346692313675
1.6,0.332886317483
1.7,0.318696445748
1.8,0.300845052205
1.9,0.285314579122
2.0,0.269081653025
0.2,0.166123122752
2.1,0.252669553274
2.2,0.235292826074
2.3,0.218934461706
2.4,0.203904873047
2.5,0.187899146242
2.6,0.173932703402
2.7,0.159269126437
2.8,0.14688696128
2.9,0.132585131226
3.0,0.121166103563
0.3,0.227519641028
3.1,0.110665943096
3.2,0.0998239887353
3.3,0.0909988871256
3.4,0.0816100581085
3.5,0.0731079895565
3.6,0.0651703935374
3.7,0.0585193672383
3.8,0.0521729559868
3.9,0.0462489958586
4.0,0.0411574586408
0.4,0.276338478152
4.1,0.0354132435097
4.2,0.0320633549074
4.3,0.0274203609301
4.4,0.0243725486747
4.5,0.0206600784822
4.6,0.0185978654566
4.7,0.0156258830178
4.8,0.0138028344764
4.9,0.0118681727419
5.0,0.0105919936109
0.5,0.315050403991
5.1,0.00983780097411
5.2,0.00772106420702
5.3,0.00662641966263
5.4,0.00546167919651
5.5,0.00410324946431
5.6,0.00437239338087
5.7,0.00385714856298
5.8,0.00266562906523
5.9,0.00196309151436
6.0,0.00206394001938
0.6,0.343499229205
6.1,0.00151975683891
6.2,0.00116710019058
6.3,0.00104972270879
6.4,0.00113319163103
6.5,0.000764191426687
6.6,0.000668214807905
6.7,0.00056971654926
6.8,0.000461997323133
6.9,0.00031228963823
7.0,0.000168931997832
0.7,0.36367306372
7.1,0.000648938521989
7.2,0.000376527834096
7.3,0.000624453603097
7.4,0.000517973686937
7.5,0.000623123123123
7.6,0.000518577268013
7.7,0.000100767382373
7.8,0.000218584354044
7.9,0.000277612532223
8.0,0.000143925158917
0.8,0.377168890782
8.1,0.000398056832767
8.2,0.000222996745899
8.3,6.66366801606e-05
8.4,0.000193121515416
8.5,0.000316009736516
8.6,6.89340215246e-05
8.7,0.0002980939522
8.8,7.96227650332e-05
8.9,5.3559951439e-05
9.0,7.20616848022e-05
0.9,0.3850129477
9.1,6.42048685635e-05
9.2,0.000129591232227
9.3,8.40846452095e-05
9.4,2.82962809255e-05
9.5,8.57012264798e-05
9.6,0.000134577858097
9.7,2.91216898346e-05
9.8,1.9605728794e-05
9.9,4.95020097816e-05
10.0,0.0
1.0,0.38710920579
